X,Y,Horizontal_Angle,Vertical_Angle,Velocity,Distance_to_goal,IfLeft
-29.0,9.0,30.33008734300501,16.079441649779483,32.99997611642634,50.39794142621304,1
-29.0,10.0,30.914166982820895,16.079575470151692,32.99970872621124,49.5373848724375,1
-29.0,11.0,31.518833031017643,15.556138182376678,32.99992729572851,48.68215792259008,1
-29.0,12.0,38.78896894493385,16.56807870036566,32.999664857463145,51.95914260262576,0
-29.0,13.0,39.49025041096368,16.49547857175355,32.9999667881959,51.18351785487199,0
-29.0,14.0,33.46625702561125,14.998206860825636,32.999880593377256,46.151408429212644,1
-29.0,15.0,34.163430699002014,14.764650078667229,32.99990663286528,45.320552732728224,1
-29.0,16.0,41.725967496396166,15.610184559223473,32.99998609786088,48.905546720182976,0
-29.0,17.0,35.63679214868731,14.352045425941256,32.999954487299554,43.680115613400105,1
-29.0,18.0,43.33414934769094,15.394098947685677,32.99971709286175,47.43155595170793,0
-29.0,19.0,37.223991133304516,14.172932114648933,32.9998807638853,42.0708034151952,1
-29.0,20.0,45.044039791106464,15.17807095487228,32.99979417935721,45.997309703938114,0
-29.0,21.0,45.939190945735575,14.710804360518459,32.999877140609996,45.296274681258275,0
-29.0,22.0,46.86225193477356,14.674932275230452,32.99981848292684,44.606641882123334,0
-29.0,23.0,47.81404659566819,14.459675988565213,32.999788160833766,43.92894831429498,0
-29.0,24.0,48.795387366096804,14.477614228307617,32.99977237790715,43.263755038137866,0
-29.0,25.0,49.8070685117801,14.513865182495335,32.99891746811516,42.611647468737935,0
-29.0,26.0,50.84985844080004,14.37034693482256,32.99910227578067,41.973235519792844,0
-29.0,27.0,51.92449105416386,13.815339010200265,32.99923182378112,41.34915355844663,0
-29.0,28.0,53.03165609448373,13.707771457808677,32.99996860614367,40.740060137412655,0
-29.0,29.0,54.17198847139575,13.672681062055782,32.998430390601534,40.146637468161636,0
-29.0,30.0,55.34605656440228,13.672075073865718,32.99986511380126,39.56959059682068,0
-29.0,31.0,56.554349531799886,13.672063655669412,32.999892148483724,39.009646242948676,0
-29.0,32.0,57.797263688715944,13.672493544267313,32.99887433952573,38.46755126077042,0
-29.0,33.0,59.07508805825505,13.680532249443742,32.895289984629976,37.944070683046114,0
-29.0,34.0,60.38798924724196,13.709039882704658,32.7016044452464,37.43998530982618,0
-29.0,35.0,61.73599585147606,13.750778174567667,32.52010838351721,36.95608880820588,0
-28.0,0.0,24.972068123833566,17.98632071042875,32.9997816318264,57.914182200908265,1
-28.0,1.0,31.492525513612087,18.699646065996543,32.999888963701764,60.39579869494235,0
-28.0,2.0,25.83433553755569,17.548876222380848,32.999550431464854,56.107508410194086,1
-28.0,3.0,26.28658056532236,17.31229095645189,32.99956499247022,55.20917043390527,1
-28.0,4.0,26.753756232144895,17.239473187833127,32.99972495179512,54.31438575552521,1
-28.0,5.0,27.236549031297905,16.85806318958622,32.99979630706272,53.423332917368604,1
-28.0,6.0,34.156681277928485,17.475987417595753,32.99966579336696,56.19299333546844,0
-28.0,7.0,34.73769422440891,17.548659907479543,32.99994440289842,55.36833481332087,0
-28.0,8.0,28.786074913015632,16.151804550421943,32.99983158515861,50.77452609330785,1
-28.0,9.0,29.3389895744059,16.13370268939438,32.9998848405081,49.90042584988629,1
-28.0,10.0,29.911564728658142,15.592156457077348,32.999989374792136,49.03113806551914,1
-28.0,11.0,37.24358436782159,16.53183317908857,32.999703040543146,52.1311087547541,0
-28.0,12.0,37.91903096586978,16.386942259972177,32.99981177101164,51.33860633090852,0
-28.0,13.0,38.61555758362269,16.278462017837587,32.99966333953023,50.55346180035547,0
-28.0,14.0,32.4181986479557,14.944258181593542,32.99994796257398,45.607592569658834,1
-28.0,15.0,40.075020191749196,15.862721337989647,32.999989800414774,49.00665771096821,0
-28.0,16.0,40.8395963106978,15.736535622717879,32.999738839378196,48.245751108258226,0
-28.0,17.0,34.556443456402896,14.334145175077724,32.99990775675335,43.1051331050027,1
-28.0,18.0,35.32503463813802,14.262508055718422,32.99983384419608,42.28536981037295,1
-28.0,19.0,43.28296200524462,14.908387134980476,32.999804484953586,46.01795845102214,0
-28.0,20.0,44.15024200492585,14.782629913416713,32.999854648662485,45.295170824272205,0
-28.0,21.0,37.818273891147854,13.797171064480601,32.999908703192865,39.87546237976433,1
-28.0,22.0,38.717035342044795,13.743512478217129,32.999979232706444,39.090312099035486,1
-28.0,23.0,46.92321428037617,14.51352747224075,32.999668814342265,43.193199696248485,0
-28.0,24.0,47.907611803282556,14.49600120476442,32.99876021571038,42.516496798301716,0
-28.0,25.0,48.92354067679454,14.370452016952498,32.998866055089856,41.85274781899033,0
-28.0,26.0,49.97187028690929,13.833562901558455,32.998429152067416,41.20257880278855,0
-28.0,27.0,51.053439516933246,13.67267998829718,32.99843293269321,40.566642700622886,0
-28.0,28.0,52.169046470500355,13.832931790142826,32.999905299268306,39.9456192842219,0
-28.0,29.0,53.31943698112104,13.779325679988458,32.99983309266659,39.34021479351632,0
-28.0,30.0,54.50529188612011,13.726471061829809,32.99801736378677,38.75116127292188,0
-28.0,31.0,55.727213072554484,13.682419361227435,32.97539183042957,38.17921554982502,0
-28.0,32.0,56.98570834041165,13.700091280745156,32.76477803445312,37.62515780697804,0
-28.0,33.0,58.28117517465249,13.727010035681023,32.57533223271643,37.08978970013176,0
-28.0,34.0,59.613883572686056,13.758554326806303,32.37594276265929,36.57393197346985,0
-28.0,35.0,60.98395813733542,13.807707863913025,32.17911703875333,36.07842152866447,0
-27.0,0.0,24.06872330187484,17.803765343447548,32.999967595251995,57.49915216766244,1
-27.0,1.0,24.481663149057567,17.548861438778086,32.999577356328174,56.587564888409894,1
-27.0,2.0,24.908102186775608,17.457856841243878,32.999535340530144,55.67901310188606,1
-27.0,3.0,31.681711176979924,18.059311471953635,32.99985695526634,58.16831182009668,0
-27.0,4.0,32.206699034412374,17.85851094463598,32.999913753722176,57.31973918293767,0
-27.0,5.0,32.74741751177958,17.639863839109335,32.99970576698922,56.4761232734684,0
-27.0,6.0,26.76185857655436,16.38700983402255,32.99967942263001,52.07833042638752,1
-27.0,7.0,33.87853980510965,17.38492235025089,32.99980226322923,54.80467589540148,0
-27.0,8.0,27.78771900477112,16.133655548058954,32.99997870164354,50.30062126852908,1
-27.0,9.0,28.32823952026048,15.952994354214217,32.99998126458883,49.418139382214704,1
-27.0,10.0,28.888363684541318,15.754550724347814,32.999788446160466,48.540215285884344,1
-27.0,11.0,29.469064556597623,15.538260864367267,32.99962799000182,47.667100813873716,1
-27.0,12.0,30.07137107333297,15.106098981978635,32.999845700658156,46.79906516160339,1
-27.0,13.0,30.696371038460413,14.980315250844733,32.99970326450231,45.93639624524327,1
-27.0,14.0,31.345214141715665,14.836485912370563,32.99990044395306,45.07940216994897,1
-27.0,15.0,32.019114970436064,14.531377270703496,32.999859438437745,44.2284128134845,1
-27.0,16.0,32.719355964497936,14.477608478322518,32.999785204096284,43.38378153181209,1
-27.0,17.0,33.44729025221296,14.190811035774779,32.99994747817644,42.54588699275172,1
-27.0,18.0,41.52512251068022,14.962281076822277,32.99983598969582,46.082019269992934,0
-27.0,19.0,42.362947937577616,14.908332888803258,32.999921837468,45.33820133176877,0
-27.0,20.0,43.22853025996592,14.818591298261621,32.99975704560513,44.60440000717418,0
-27.0,21.0,36.665635482642166,13.7435253778564,32.99994885534694,39.27024955357427,1
-27.0,22.0,45.046925279854605,14.459690044940121,32.999756765443344,43.16888346946212,0
-27.0,23.0,46.0017391914192,14.459826745667451,32.99945144294832,42.46825284845139,0
-27.0,24.0,46.98830135494113,14.352111251625589,32.99980631255225,41.7798097171349,0
-27.0,25.0,48.00760705397024,13.761645580508935,32.99937180065946,41.10416645548234,0
-27.0,26.0,49.06063575031574,13.690511081052025,32.9985255088849,40.44196459125101,0
-27.0,27.0,50.14834157894144,13.725912009286109,32.999335552516406,39.793875156863024,0
-27.0,28.0,51.27164249106396,13.85083270927533,32.99986039829124,39.16059882075349,0
-27.0,29.0,52.43140797117251,13.690325920378232,32.99896328531707,38.542865747113304,0
-27.0,30.0,53.62844527580749,13.681075115718375,32.89400959728192,37.941435133637206,0
-27.0,31.0,54.86348417260228,13.713793973567059,32.69048515088379,37.35709437309063,0
-27.0,32.0,56.137160198554824,13.759947161345359,32.45681379421022,36.79065778156188,0
-27.0,33.0,57.449996507806596,13.777063022343226,32.24930481136723,36.24296483457169,0
-27.0,34.0,58.80238444205321,13.811849206180272,32.0439932798762,35.714877852234075,0
-27.0,35.0,60.194563031210606,13.860139550294498,31.851034242308003,35.20727907691817,0
-26.0,0.0,23.152474569071444,17.803906381281962,32.99971464671825,57.09862082397437,1
-26.0,1.0,23.553462254144875,17.512357563762688,32.99973686125984,56.180534885314145,1
-26.0,2.0,23.96775222823902,17.43965870194226,32.99953180282145,55.26529200139994,1
-26.0,3.0,24.395972029955587,16.948772287783974,32.999840183472664,54.35303579378065,1
-26.0,4.0,31.353046944733663,17.876813030568094,32.999806935033,56.793067358613406,0
-26.0,5.0,31.88596062884011,17.567000903674067,32.9997074777733,55.94150963282989,0
-26.0,6.0,32.435300180584306,17.239330389650256,32.99998999867708,55.09494078406836,0
-26.0,7.0,26.2620353357393,16.206046220880086,32.99981888060203,50.73709195450603,1
-26.0,8.0,33.58594758436495,16.694824651692322,32.99985361758428,53.41771709835604,0
-26.0,9.0,34.18867327345878,16.604226704769115,32.99982836564866,52.58756982405633,0
-26.0,10.0,34.810662002271364,16.495500668771307,32.99992381031767,51.763428209499416,0
-26.0,11.0,35.452698375260056,16.242179530098202,32.99988181594633,50.945583714390786,0
-26.0,12.0,29.000523148633704,15.01617621162059,32.99989380722564,46.306074115606044,1
-26.0,13.0,29.61192654626864,14.854460205736011,32.99987369142841,45.434045604590395,1
-26.0,14.0,30.247183221994113,14.944302906621143,32.999851450779644,44.56739278889893,1
-26.0,15.0,30.9075511552494,14.674977674437635,32.999718635330396,43.706435452917,1
-26.0,16.0,38.99325182630511,15.358156209543862,32.999567455601166,46.96224547442338,0
-26.0,17.0,39.773806283592734,15.070255614288351,32.99958616641575,46.189311534163394,0
-26.0,18.0,40.5807732348816,14.746823630348969,32.99962636431043,45.425240780869835,0
-26.0,19.0,41.41517945678333,14.728873456577992,32.99961969837826,44.67048802061603,0
-26.0,20.0,34.63552300807796,13.707777319099248,32.99995476598303,39.500031645556945,1
-26.0,21.0,43.170535665152656,14.657202899957937,32.99933880276442,43.19088445494025,0
-26.0,22.0,44.09364778892669,14.460081972034958,32.99888140782831,42.46707548207199,0
-26.0,23.0,45.0485146196613,14.370037778583288,32.99979726767834,41.754670397453744,0
-26.0,24.0,46.03624476925207,13.797419407787224,32.999326255102616,41.05426287244724,0
-26.0,25.0,47.05794625031115,13.672713903998407,32.998352638469925,40.366477428678365,0
-26.0,26.0,48.11471809053921,13.726304416167341,32.998410285871685,39.69197022068821,0
-26.0,27.0,49.207640520878115,13.72641577628798,32.99814771660864,39.031429643301564,0
-26.0,28.0,50.33776361417579,13.672898743004565,32.9979150457303,38.38557671834565,0
-26.0,29.0,51.50609426326602,13.690178539839584,32.83030118698879,37.75516520954451,0
-26.0,30.0,52.71358140772113,13.737581381192761,32.59285614424983,37.140981408681164,0
-26.0,31.0,53.961099448868815,13.756468799672463,32.38075636447401,36.54384353075084,0
-26.0,32.0,55.249429834798406,13.793349646498642,32.17002066575316,35.96460065119589,0
-26.0,33.0,56.57924085271569,13.839556638573864,31.939283181362295,35.404131114885445,0
-26.0,34.0,57.95106573652082,13.877837662573286,31.727826673294363,34.863340344837866,0
-26.0,35.0,59.365279283667135,13.912128384302532,31.5263863559377,34.34315797942874,0
-25.0,0.0,22.22352203231881,17.876858866688497,32.99972508741478,56.712895358992206,1
-25.0,1.0,22.611964806137635,17.603525412647922,32.99953105674227,55.78846206878264,1
-25.0,2.0,23.013478551904754,17.2031452429482,32.99967489890783,54.866679323611336,1
-25.0,3.0,29.97495861919144,17.676339340154293,32.9996452958534,57.14326294498766,0
-25.0,4.0,23.858275054393317,16.89424496957909,32.9999971471635,53.03161792742137,1
-25.0,5.0,31.008082516974014,17.457655971437145,32.99990321331186,55.41978437345277,0
-25.0,6.0,24.76341884650914,16.16983780324855,32.99991801621764,51.20891035747587,1
-25.0,7.0,32.107141762289984,16.821773109897745,32.99981412917442,53.71547728541561,0
-25.0,8.0,32.68313625451357,16.894377339853772,32.99974612378943,52.87109323628555,0
-25.0,9.0,33.27776492889683,16.40516230872522,32.99957389627714,52.03222559145438,0
-25.0,10.0,26.780346657949707,15.412067389608847,32.99980263417888,47.60622333266944,1
-25.0,11.0,34.5260974811144,16.09751967077817,32.999960281264855,50.37214011733073,0
-25.0,12.0,35.181474015860076,15.718467159676445,32.99980159122886,49.55151359948554,0
-25.0,13.0,35.858831451493515,15.826725088473538,32.99978675153953,48.73758816355196,0
-25.0,14.0,29.124053494777414,14.656929653111188,32.9999405254717,44.07212838064438,1
-25.0,15.0,37.28322731064691,15.394174897983401,32.99955821867668,47.131226379121514,0
-25.0,16.0,30.441528725860913,14.083367786628653,32.999982767774064,42.33618428720283,1
-25.0,17.0,38.80712309791389,14.980395883266885,32.99952970856449,45.556036921576045,0
-25.0,18.0,31.870833679651298,13.68998382143442,32.99977214325478,40.62453076652086,1
-25.0,19.0,40.438924092879844,14.782586540805319,32.999949313371395,44.01536663484697,0
-25.0,20.0,33.4248111826038,13.779293363993077,32.99990898792085,38.94037108195041,1
-25.0,21.0,42.187564085932635,14.513577747616829,32.999556958186936,42.51296860959018,0
-25.0,22.0,43.108616704967424,14.352626343146142,32.99864688013022,41.77741614796204,0
-25.0,23.0,44.062426665204505,13.797671571850383,32.99873486773203,41.05304495405913,0
-25.0,24.0,45.05021539425337,13.77927552425011,32.999950885340084,40.34045735982675,0
-25.0,25.0,46.07321199779007,13.779310367489686,32.99986905456488,39.64028884859443,0
-25.0,26.0,47.13264486052947,13.726049208865467,32.999012039895824,38.95320911041862,0
-25.0,27.0,48.22973165198373,13.674059094224635,32.995168272575796,38.27992293618157,0
-25.0,28.0,49.36566757315149,13.70091694124658,32.76284130135358,37.62117090150172,0
-25.0,29.0,50.54161168806217,13.746248107135786,32.530618845514994,36.97772978429043,0
-25.0,30.0,51.75867120088059,13.767376103375936,32.31357727238467,36.35041265240327,0
-25.0,31.0,53.01788356743314,13.823830560995372,32.05861247747302,35.740068550577796,0
-25.0,32.0,54.32019637208474,13.842608205364067,31.848787116890627,35.14758170913043,0
